epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,530.281,0.38744,0.33245,0.82226,0.92119,0.78155,0.85441,0.67819,0.78689,0.49522,0.93424,5.945e-05,5.945e-05,5.945e-05
180,533.012,0.37934,0.33552,0.8239,0.89529,0.79915,0.85325,0.6793,0.79198,0.49656,0.93656,5.6975e-05,5.6975e-05,5.6975e-05
181,535.718,0.38637,0.33381,0.82203,0.91948,0.78721,0.85468,0.68035,0.78837,0.4875,0.93296,5.45e-05,5.45e-05,5.45e-05
182,538.576,0.3775,0.32784,0.81864,0.90559,0.79886,0.86419,0.68733,0.76662,0.48539,0.92905,5.2025e-05,5.2025e-05,5.2025e-05
183,541.906,0.39097,0.3384,0.82742,0.91302,0.79868,0.853,0.67827,0.76685,0.49112,0.93235,4.955e-05,4.955e-05,4.955e-05
184,544.809,0.37081,0.31538,0.81845,0.91039,0.80293,0.85227,0.67737,0.7646,0.48571,0.92718,4.7075e-05,4.7075e-05,4.7075e-05
185,547.548,0.37637,0.32631,0.82316,0.90275,0.80685,0.85462,0.68236,0.77215,0.48608,0.9275,4.46e-05,4.46e-05,4.46e-05
186,550.252,0.37717,0.32059,0.82309,0.91816,0.79374,0.85735,0.67495,0.7705,0.49212,0.92871,4.2125e-05,4.2125e-05,4.2125e-05
187,552.94,0.37942,0.32709,0.82711,0.91766,0.79364,0.85602,0.68077,0.76114,0.48512,0.92571,3.965e-05,3.965e-05,3.965e-05
188,555.635,0.37376,0.32485,0.82328,0.91956,0.79085,0.85607,0.674,0.76594,0.48467,0.92639,3.7175e-05,3.7175e-05,3.7175e-05
189,558.319,0.3597,0.31382,0.81702,0.91608,0.79275,0.85526,0.67542,0.78056,0.48472,0.92849,3.47e-05,3.47e-05,3.47e-05
190,561.018,0.37242,0.3251,0.81728,0.91129,0.79403,0.85406,0.67348,0.78323,0.48208,0.93067,3.2225e-05,3.2225e-05,3.2225e-05
191,587.055,0.38216,0.3461,0.81726,0.91871,0.7885,0.84956,0.67204,0.79401,0.49408,0.93989,2.975e-05,2.975e-05,2.975e-05
192,589.708,0.37964,0.33642,0.82054,0.90773,0.78256,0.83868,0.66688,0.79678,0.49464,0.95032,2.7275e-05,2.7275e-05,2.7275e-05
193,592.543,0.36114,0.32802,0.79973,0.90952,0.79143,0.84332,0.67092,0.78843,0.49317,0.95225,2.48e-05,2.48e-05,2.48e-05
194,595.201,0.3647,0.33239,0.81448,0.90761,0.78492,0.84038,0.66324,0.79071,0.49047,0.95604,2.2325e-05,2.2325e-05,2.2325e-05
195,597.979,0.34894,0.32384,0.80974,0.91175,0.78327,0.84155,0.66426,0.78986,0.48665,0.95692,1.985e-05,1.985e-05,1.985e-05
196,600.739,0.34454,0.32,0.80106,0.91294,0.78384,0.84781,0.67119,0.7787,0.48415,0.95351,1.7375e-05,1.7375e-05,1.7375e-05
197,603.657,0.33985,0.31786,0.80728,0.91692,0.78269,0.85686,0.67903,0.77293,0.48298,0.95144,1.49e-05,1.49e-05,1.49e-05
198,606.346,0.32622,0.31005,0.80128,0.92074,0.78681,0.8501,0.67088,0.77039,0.48045,0.95084,1.2425e-05,1.2425e-05,1.2425e-05
199,609.082,0.33243,0.31356,0.80079,0.91607,0.78954,0.85308,0.67884,0.77157,0.48079,0.95183,9.95e-06,9.95e-06,9.95e-06
200,611.778,0.32203,0.31318,0.80472,0.91566,0.79083,0.85376,0.68009,0.77251,0.48051,0.95215,7.475e-06,7.475e-06,7.475e-06
