epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,48.8007,0.79861,0.88913,0.93759,0.85613,0.75163,0.8193,0.62914,1.0259,0.84905,0.99798,0.00048416,0.00048416,0.00048416
18,51.9761,0.79316,0.8652,0.93773,0.86719,0.75284,0.82115,0.64173,0.8524,0.7634,0.93084,0.00048317,0.00048317,0.00048317
19,55.1557,0.76738,0.83772,0.92931,0.86543,0.74949,0.81254,0.63397,0.84851,0.71374,0.93041,0.00048218,0.00048218,0.00048218
20,58.2332,0.74859,0.82653,0.92581,0.81296,0.80025,0.83801,0.65143,0.84029,0.70282,0.95641,0.00048119,0.00048119,0.00048119
21,61.5462,0.7781,0.83681,0.93349,0.88671,0.80076,0.84824,0.67034,0.76835,0.64637,0.93773,0.0004802,0.0004802,0.0004802
22,65.2079,0.73921,0.8067,0.92666,0.89917,0.7682,0.81456,0.64487,0.84749,0.70092,0.96534,0.00047921,0.00047921,0.00047921
23,68.4426,0.76807,0.79048,0.93534,0.89173,0.79576,0.85784,0.66289,0.81674,0.70148,0.94267,0.00047822,0.00047822,0.00047822
24,71.6071,0.75423,0.77016,0.91482,0.83298,0.78173,0.84062,0.64971,0.91207,0.69415,1.03156,0.00047723,0.00047723,0.00047723
25,74.609,0.74803,0.77381,0.92303,0.81614,0.77412,0.83606,0.64543,0.91943,0.68117,1.0201,0.00047624,0.00047624,0.00047624
26,77.3805,0.75187,0.75585,0.92263,0.81323,0.76026,0.84281,0.65188,0.87426,0.71677,0.95776,0.00047525,0.00047525,0.00047525
27,80.1497,0.73073,0.73361,0.92415,0.79471,0.82917,0.86298,0.67184,0.83293,0.64608,0.9386,0.00047426,0.00047426,0.00047426
28,82.9094,0.72769,0.72328,0.91887,0.81607,0.76513,0.84032,0.65128,0.92239,0.73296,0.95208,0.00047327,0.00047327,0.00047327
29,85.6812,0.73807,0.7236,0.92567,0.79268,0.76783,0.81777,0.63306,0.79506,0.64958,0.92151,0.00047228,0.00047228,0.00047228
30,88.4135,0.72283,0.7101,0.90719,0.82687,0.78589,0.81346,0.62316,0.87079,0.64375,0.99595,0.00047129,0.00047129,0.00047129
31,91.1496,0.72792,0.7068,0.92315,0.84341,0.75894,0.8064,0.62532,0.8949,0.64577,0.98974,0.0004703,0.0004703,0.0004703
32,93.8902,0.73549,0.71042,0.92179,0.77854,0.76016,0.80353,0.61611,0.87688,0.65918,0.97134,0.00046931,0.00046931,0.00046931
33,96.71,0.72439,0.67579,0.91906,0.79623,0.75323,0.80391,0.61702,0.83711,0.665,0.96089,0.00046832,0.00046832,0.00046832
34,99.7768,0.70339,0.67049,0.91252,0.82457,0.75012,0.77862,0.61011,0.79812,0.6536,0.95217,0.00046733,0.00046733,0.00046733
35,102.612,0.71045,0.6843,0.91871,0.81631,0.77977,0.7982,0.63687,0.80672,0.62469,0.91984,0.00046634,0.00046634,0.00046634
36,105.446,0.70302,0.66754,0.91035,0.80327,0.8187,0.85818,0.67688,0.79504,0.64253,0.91648,0.00046535,0.00046535,0.00046535
37,108.177,0.7073,0.65725,0.91569,0.8142,0.78846,0.84225,0.65286,0.81815,0.65129,0.92963,0.00046436,0.00046436,0.00046436
38,110.916,0.69479,0.64222,0.90133,0.80159,0.79269,0.83706,0.6572,0.75131,0.61726,0.91359,0.00046337,0.00046337,0.00046337
39,113.634,0.68522,0.64187,0.89992,0.83282,0.78703,0.83029,0.66563,0.73973,0.61463,0.91956,0.00046238,0.00046238,0.00046238
40,116.518,0.67756,0.62404,0.9066,0.8138,0.79638,0.79933,0.63435,0.80527,0.5839,0.95152,0.00046139,0.00046139,0.00046139
41,119.383,0.69066,0.62468,0.90266,0.7831,0.80807,0.83621,0.66564,0.77605,0.58387,0.94194,0.0004604,0.0004604,0.0004604
42,122.308,0.68941,0.64299,0.90398,0.79471,0.78179,0.82762,0.65957,0.74239,0.58886,0.91618,0.00045941,0.00045941,0.00045941
43,125.04,0.68975,0.60743,0.901,0.82141,0.78022,0.82236,0.65284,0.76763,0.61479,0.9181,0.00045842,0.00045842,0.00045842
44,127.845,0.67288,0.60686,0.90216,0.82023,0.75955,0.82729,0.64465,0.86953,0.73858,0.95205,0.00045743,0.00045743,0.00045743
45,130.67,0.69171,0.6149,0.90048,0.75648,0.79507,0.80815,0.63116,0.87095,0.65145,0.95991,0.00045644,0.00045644,0.00045644
46,133.475,0.68365,0.60502,0.89744,0.76096,0.82265,0.83665,0.64014,0.84727,0.60143,0.94663,0.00045545,0.00045545,0.00045545
47,136.281,0.65326,0.59496,0.89471,0.76573,0.76429,0.8241,0.6461,0.78485,0.59486,0.93762,0.00045446,0.00045446,0.00045446
48,139.165,0.67653,0.59653,0.9063,0.83964,0.77262,0.8313,0.65931,0.74162,0.56693,0.90953,0.00045347,0.00045347,0.00045347
49,141.95,0.67666,0.58196,0.89303,0.83031,0.77427,0.82991,0.661,0.77053,0.61139,0.90888,0.00045248,0.00045248,0.00045248
50,144.949,0.63899,0.56292,0.88193,0.77436,0.79641,0.8407,0.67307,0.80555,0.57291,0.9106,0.00045149,0.00045149,0.00045149
51,147.838,0.6494,0.58126,0.89604,0.81139,0.79025,0.84215,0.66973,0.79413,0.57573,0.90632,0.0004505,0.0004505,0.0004505
52,150.868,0.64584,0.56804,0.89216,0.82894,0.78532,0.84182,0.66297,0.84592,0.62427,0.95189,0.00044951,0.00044951,0.00044951
53,153.776,0.64418,0.55719,0.88489,0.82788,0.81028,0.85662,0.66781,0.83313,0.5796,0.94124,0.00044852,0.00044852,0.00044852
54,156.633,0.66462,0.5751,0.89916,0.81341,0.82956,0.8198,0.65281,0.81218,0.57756,0.94272,0.00044753,0.00044753,0.00044753
55,159.458,0.62786,0.54712,0.88451,0.80422,0.80274,0.80694,0.64461,0.80765,0.58291,0.91343,0.00044654,0.00044654,0.00044654
56,162.321,0.63673,0.55041,0.88618,0.84458,0.76808,0.80898,0.62901,0.77215,0.58083,0.9305,0.00044555,0.00044555,0.00044555
57,165.206,0.63189,0.55107,0.89338,0.79547,0.82465,0.84779,0.65855,0.82655,0.61085,0.94096,0.00044456,0.00044456,0.00044456
58,168.02,0.62569,0.53351,0.88122,0.83115,0.79192,0.84413,0.66432,0.83961,0.5795,0.94736,0.00044357,0.00044357,0.00044357
59,170.997,0.61931,0.5386,0.88076,0.79089,0.80493,0.84194,0.65017,0.84745,0.61774,0.95332,0.00044258,0.00044258,0.00044258
60,173.972,0.61857,0.53204,0.88082,0.77959,0.8384,0.8448,0.65968,0.86266,0.6322,0.95789,0.00044159,0.00044159,0.00044159
61,176.841,0.62919,0.52339,0.8801,0.81638,0.83029,0.85895,0.67268,0.78511,0.58502,0.92576,0.0004406,0.0004406,0.0004406
62,179.732,0.62364,0.54253,0.88269,0.83631,0.82786,0.83364,0.65951,0.85419,0.59055,0.91658,0.00043961,0.00043961,0.00043961
63,182.621,0.61743,0.52734,0.87144,0.81289,0.81194,0.81705,0.65276,0.8092,0.57414,0.90797,0.00043862,0.00043862,0.00043862
64,185.56,0.59919,0.51269,0.87349,0.80491,0.84202,0.83157,0.66129,0.80944,0.55455,0.90621,0.00043763,0.00043763,0.00043763
65,188.548,0.60136,0.51536,0.8792,0.79749,0.81215,0.86454,0.68981,0.76754,0.56799,0.92083,0.00043664,0.00043664,0.00043664
66,191.926,0.63075,0.51228,0.87806,0.8381,0.77837,0.82782,0.66213,0.79729,0.53943,0.93177,0.00043565,0.00043565,0.00043565
67,194.776,0.60893,0.51523,0.87173,0.76276,0.80273,0.84944,0.67508,0.8491,0.58692,0.93265,0.00043466,0.00043466,0.00043466
68,197.652,0.62423,0.53373,0.88316,0.80421,0.77445,0.81272,0.63187,0.82468,0.6265,0.95489,0.00043367,0.00043367,0.00043367
69,200.426,0.61406,0.52958,0.88057,0.78294,0.82552,0.81247,0.63093,0.82985,0.59534,0.94749,0.00043268,0.00043268,0.00043268
70,203.217,0.59813,0.51039,0.87351,0.82924,0.81604,0.83704,0.64698,0.8677,0.56258,0.94195,0.00043169,0.00043169,0.00043169
71,205.954,0.59219,0.51377,0.88463,0.80323,0.84164,0.84311,0.66556,0.8903,0.58668,0.97003,0.0004307,0.0004307,0.0004307
72,208.696,0.57449,0.49326,0.87824,0.83815,0.81945,0.80814,0.64274,0.92938,0.63518,0.9669,0.00042971,0.00042971,0.00042971
73,211.506,0.61149,0.50582,0.8839,0.84598,0.80459,0.81058,0.65744,0.73704,0.58365,0.92708,0.00042872,0.00042872,0.00042872
74,214.256,0.60636,0.5004,0.88781,0.8197,0.8245,0.83103,0.65894,0.80079,0.58416,0.94407,0.00042773,0.00042773,0.00042773
75,217.03,0.61365,0.49914,0.87825,0.81224,0.83025,0.82959,0.64775,0.82755,0.62983,0.96713,0.00042674,0.00042674,0.00042674
76,219.762,0.58433,0.48715,0.86486,0.82107,0.83862,0.83407,0.66018,0.82539,0.59898,0.95752,0.00042575,0.00042575,0.00042575
77,222.536,0.60339,0.4745,0.87262,0.84738,0.80349,0.82462,0.65109,0.75113,0.56813,0.93112,0.00042476,0.00042476,0.00042476
78,225.318,0.60315,0.4883,0.87608,0.8231,0.7979,0.80638,0.64173,0.79475,0.56534,0.92787,0.00042377,0.00042377,0.00042377
79,228.081,0.59387,0.48528,0.87507,0.81045,0.78369,0.81182,0.63931,0.80566,0.56322,0.93525,0.00042278,0.00042278,0.00042278
80,230.845,0.58404,0.48319,0.87347,0.85566,0.7944,0.8177,0.64371,0.82757,0.52851,0.94882,0.00042179,0.00042179,0.00042179
81,233.62,0.59888,0.48598,0.88098,0.82993,0.80283,0.82316,0.65423,0.76193,0.55163,0.92348,0.0004208,0.0004208,0.0004208
82,236.385,0.57431,0.47433,0.86993,0.80214,0.80145,0.80922,0.6395,0.79744,0.54532,0.99217,0.00041981,0.00041981,0.00041981
83,239.091,0.5711,0.46879,0.87974,0.82069,0.80659,0.80395,0.63526,0.85081,0.54494,1.01879,0.00041882,0.00041882,0.00041882
84,241.975,0.56688,0.45636,0.8657,0.81513,0.81319,0.85081,0.66037,0.83057,0.55601,0.94976,0.00041783,0.00041783,0.00041783
85,244.703,0.57385,0.47401,0.87049,0.81317,0.7643,0.84167,0.66678,0.79681,0.5497,0.93334,0.00041684,0.00041684,0.00041684
86,247.427,0.55869,0.45282,0.86031,0.82987,0.77413,0.84157,0.65544,0.89234,0.58065,0.94896,0.00041585,0.00041585,0.00041585
87,250.184,0.56593,0.46146,0.86025,0.82207,0.80083,0.81789,0.63822,0.81292,0.54332,0.93092,0.00041486,0.00041486,0.00041486
88,252.917,0.55527,0.46267,0.86843,0.83267,0.81917,0.82706,0.64748,0.75172,0.52345,0.91965,0.00041387,0.00041387,0.00041387
89,255.694,0.55324,0.44692,0.86581,0.84498,0.8063,0.82326,0.64795,0.77021,0.53485,0.9424,0.00041288,0.00041288,0.00041288
90,258.471,0.5521,0.46716,0.85601,0.84156,0.79417,0.80937,0.65411,0.76887,0.55122,0.93148,0.00041189,0.00041189,0.00041189
91,261.24,0.55782,0.45426,0.86555,0.80424,0.78771,0.80084,0.64651,0.76826,0.53935,0.92841,0.0004109,0.0004109,0.0004109
92,264.094,0.54848,0.45805,0.86448,0.85468,0.7654,0.80434,0.6375,0.87612,0.58246,0.96491,0.00040991,0.00040991,0.00040991
93,266.836,0.55016,0.44749,0.85986,0.82428,0.78075,0.80767,0.63336,0.84884,0.56409,0.96191,0.00040892,0.00040892,0.00040892
94,269.568,0.55792,0.4502,0.86501,0.8796,0.82329,0.84943,0.65964,0.82822,0.52791,0.94093,0.00040793,0.00040793,0.00040793
95,272.301,0.55663,0.44314,0.86225,0.89552,0.81779,0.83903,0.65547,0.84498,0.52969,0.96121,0.00040694,0.00040694,0.00040694
96,275.043,0.5492,0.43904,0.86534,0.89175,0.80331,0.83992,0.65445,0.84922,0.53547,0.97556,0.00040595,0.00040595,0.00040595
97,277.763,0.55784,0.43948,0.86952,0.88708,0.78632,0.84431,0.63309,0.90355,0.57717,0.99378,0.00040496,0.00040496,0.00040496
98,280.516,0.55073,0.44431,0.86792,0.8611,0.83279,0.83615,0.6512,0.82331,0.56176,0.95688,0.00040397,0.00040397,0.00040397
99,283.29,0.53621,0.42983,0.85822,0.9104,0.82523,0.83218,0.64675,0.87516,0.52501,0.95667,0.00040298,0.00040298,0.00040298
100,286.077,0.5356,0.42633,0.85735,0.91796,0.81879,0.82004,0.63584,0.83672,0.51319,0.9447,0.00040199,0.00040199,0.00040199
101,288.815,0.53468,0.42557,0.85861,0.89111,0.83011,0.80826,0.63119,0.83892,0.53592,0.93693,0.000401,0.000401,0.000401
102,291.545,0.53268,0.42393,0.85831,0.89387,0.82372,0.80599,0.63467,0.81509,0.54818,0.92756,0.00040001,0.00040001,0.00040001
103,294.263,0.52179,0.42591,0.85326,0.90495,0.80584,0.80717,0.63924,0.78195,0.53023,0.9274,0.00039902,0.00039902,0.00039902
104,297.001,0.52575,0.4287,0.86437,0.89297,0.82023,0.83229,0.65747,0.804,0.51883,0.94388,0.00039803,0.00039803,0.00039803
105,299.727,0.53238,0.42834,0.86219,0.87923,0.82903,0.82653,0.66048,0.79618,0.54719,0.94178,0.00039704,0.00039704,0.00039704
106,302.468,0.51987,0.4178,0.85723,0.8955,0.82916,0.8164,0.64312,0.82597,0.54614,0.93852,0.00039605,0.00039605,0.00039605
107,305.195,0.52807,0.41934,0.8526,0.90684,0.80468,0.80361,0.63533,0.78678,0.53925,0.93272,0.00039506,0.00039506,0.00039506
108,307.924,0.52561,0.41722,0.85618,0.87295,0.81808,0.84331,0.65497,0.82977,0.52493,0.94268,0.00039407,0.00039407,0.00039407
109,310.711,0.51654,0.41444,0.8551,0.87299,0.79578,0.85705,0.67147,0.82825,0.52862,0.96213,0.00039308,0.00039308,0.00039308
110,313.706,0.50343,0.40196,0.84931,0.86583,0.81578,0.85908,0.67656,0.80272,0.54314,0.95116,0.00039209,0.00039209,0.00039209
111,316.634,0.52124,0.40393,0.8536,0.86144,0.82684,0.83692,0.65977,0.77871,0.53673,0.95625,0.0003911,0.0003911,0.0003911
112,319.507,0.50679,0.40782,0.8504,0.8415,0.80895,0.82709,0.65064,0.8011,0.51024,0.94365,0.00039011,0.00039011,0.00039011
113,322.398,0.51737,0.40835,0.85697,0.83126,0.80376,0.81549,0.6483,0.82978,0.51592,0.9485,0.00038912,0.00038912,0.00038912
114,325.215,0.50349,0.39548,0.85202,0.81705,0.81282,0.81165,0.6453,0.8599,0.55295,0.95275,0.00038813,0.00038813,0.00038813
115,327.963,0.51938,0.40533,0.85741,0.84854,0.79074,0.80571,0.641,0.7945,0.54196,0.94102,0.00038714,0.00038714,0.00038714
116,330.691,0.50569,0.39859,0.8455,0.8601,0.84193,0.80971,0.64592,0.81283,0.53672,0.94235,0.00038615,0.00038615,0.00038615
117,333.45,0.49736,0.40164,0.85037,0.91835,0.80708,0.80846,0.64431,0.84185,0.54923,0.95995,0.00038516,0.00038516,0.00038516
118,336.223,0.49351,0.39649,0.8471,0.88165,0.81601,0.79984,0.63771,0.8198,0.5387,0.95935,0.00038417,0.00038417,0.00038417
119,338.959,0.49696,0.39378,0.85396,0.90806,0.77111,0.81496,0.64471,0.79634,0.54192,0.93437,0.00038318,0.00038318,0.00038318
120,341.76,0.49364,0.39143,0.8458,0.92387,0.77648,0.80623,0.62989,0.79771,0.54675,0.94747,0.00038219,0.00038219,0.00038219
121,344.541,0.50682,0.39748,0.84861,0.91764,0.77909,0.79833,0.63104,0.83578,0.53797,0.95119,0.0003812,0.0003812,0.0003812
122,347.286,0.50441,0.40702,0.85022,0.8492,0.77741,0.79361,0.63048,0.8107,0.51577,0.97206,0.00038021,0.00038021,0.00038021
123,350.007,0.48358,0.38591,0.84484,0.90679,0.79642,0.8048,0.63673,0.80992,0.52527,0.9722,0.00037922,0.00037922,0.00037922
124,352.731,0.4984,0.39526,0.85791,0.89851,0.82543,0.81032,0.64466,0.81476,0.51928,0.96461,0.00037823,0.00037823,0.00037823
125,355.566,0.48588,0.37943,0.84188,0.91069,0.82413,0.8136,0.64076,0.76575,0.50506,0.94136,0.00037724,0.00037724,0.00037724
126,358.3,0.50723,0.39124,0.84808,0.89016,0.83013,0.82131,0.65105,0.74565,0.48089,0.93265,0.00037625,0.00037625,0.00037625
127,361.014,0.4935,0.38503,0.84168,0.90687,0.80562,0.82707,0.64382,0.79227,0.49367,0.93091,0.00037526,0.00037526,0.00037526
128,363.752,0.48496,0.37591,0.84354,0.89238,0.80791,0.81977,0.64269,0.82243,0.5143,0.95277,0.00037427,0.00037427,0.00037427
129,366.477,0.49309,0.38705,0.84423,0.88015,0.80642,0.81286,0.63546,0.88273,0.54225,0.96874,0.00037328,0.00037328,0.00037328
130,369.23,0.4695,0.3704,0.83969,0.88143,0.83933,0.8176,0.64193,0.81955,0.53295,0.93893,0.00037229,0.00037229,0.00037229
131,371.967,0.45646,0.36916,0.84112,0.89052,0.82407,0.81234,0.62944,0.82259,0.53003,0.95129,0.0003713,0.0003713,0.0003713
132,374.701,0.4735,0.37761,0.82995,0.87624,0.80682,0.82232,0.64076,0.80967,0.5251,0.94951,0.00037031,0.00037031,0.00037031
133,377.44,0.47096,0.37224,0.84272,0.91027,0.81593,0.82756,0.6555,0.77315,0.50533,0.93549,0.00036932,0.00036932,0.00036932
134,380.168,0.47327,0.37209,0.83579,0.9117,0.81609,0.82351,0.64592,0.79154,0.51068,0.93195,0.00036833,0.00036833,0.00036833
135,382.872,0.4822,0.37487,0.84275,0.91687,0.80756,0.82351,0.64696,0.76117,0.51019,0.93328,0.00036734,0.00036734,0.00036734
136,385.588,0.4701,0.37229,0.83931,0.92793,0.78288,0.81051,0.63542,0.84087,0.52508,0.96135,0.00036635,0.00036635,0.00036635
137,388.322,0.48131,0.37621,0.85299,0.90126,0.7923,0.80956,0.64698,0.81784,0.52453,0.96652,0.00036536,0.00036536,0.00036536
138,391.06,0.47634,0.36831,0.84624,0.87907,0.82271,0.81645,0.64807,0.79347,0.5233,0.94912,0.00036437,0.00036437,0.00036437
139,394.394,0.4879,0.37442,0.84151,0.86199,0.85117,0.81976,0.63891,0.80583,0.53052,0.95074,0.00036338,0.00036338,0.00036338
140,397.278,0.46396,0.36715,0.84123,0.88517,0.8177,0.83533,0.65464,0.82594,0.51663,0.94865,0.00036239,0.00036239,0.00036239
141,400.182,0.45695,0.36213,0.83479,0.89233,0.81355,0.83355,0.65849,0.85594,0.50541,0.94989,0.0003614,0.0003614,0.0003614
142,403.127,0.45421,0.35641,0.83496,0.9151,0.78463,0.81456,0.64514,0.86279,0.53877,0.96447,0.00036041,0.00036041,0.00036041
143,406.055,0.45832,0.36286,0.83892,0.91163,0.78635,0.81274,0.63768,0.84787,0.51725,0.96551,0.00035942,0.00035942,0.00035942
144,409.27,0.45791,0.36562,0.84515,0.87941,0.82561,0.83182,0.65616,0.82832,0.52189,0.96229,0.00035843,0.00035843,0.00035843
145,412.061,0.45135,0.35832,0.83828,0.86682,0.84222,0.83393,0.65522,0.815,0.49219,0.95176,0.00035744,0.00035744,0.00035744
146,414.994,0.48308,0.3685,0.84105,0.84712,0.82671,0.81933,0.64239,0.81844,0.50884,0.95785,0.00035645,0.00035645,0.00035645
147,418.146,0.45951,0.35816,0.84082,0.79724,0.84206,0.82138,0.64767,0.83794,0.52646,0.96228,0.00035546,0.00035546,0.00035546
148,421.249,0.46505,0.366,0.83904,0.8386,0.80038,0.85835,0.67768,0.75444,0.49362,0.93393,0.00035447,0.00035447,0.00035447
149,424.192,0.47438,0.37019,0.84956,0.81868,0.805,0.84978,0.67012,0.77642,0.5031,0.94019,0.00035348,0.00035348,0.00035348
150,426.981,0.4526,0.35425,0.83684,0.8262,0.82026,0.86439,0.67688,0.80789,0.52387,0.9364,0.00035249,0.00035249,0.00035249
151,429.789,0.4796,0.37133,0.84824,0.87159,0.84561,0.82753,0.65023,0.83418,0.50696,0.93592,0.0003515,0.0003515,0.0003515
152,432.554,0.4558,0.35626,0.83592,0.89809,0.81324,0.8563,0.68222,0.82241,0.512,0.94864,0.00035051,0.00035051,0.00035051
153,435.343,0.46309,0.35786,0.83983,0.89978,0.81422,0.85578,0.68041,0.81417,0.51373,0.94583,0.00034952,0.00034952,0.00034952
154,438.154,0.46565,0.36576,0.8398,0.90136,0.81122,0.81968,0.65239,0.80143,0.49775,0.92977,0.00034853,0.00034853,0.00034853
155,441.04,0.44529,0.35057,0.83583,0.88418,0.82027,0.81283,0.64628,0.78629,0.49298,0.9334,0.00034754,0.00034754,0.00034754
156,443.829,0.4458,0.34693,0.84262,0.86058,0.84147,0.82745,0.65973,0.77998,0.50625,0.95157,0.00034655,0.00034655,0.00034655
157,446.688,0.45095,0.35469,0.84068,0.85959,0.8496,0.82797,0.6569,0.76826,0.48811,0.94563,0.00034556,0.00034556,0.00034556
158,449.505,0.45953,0.34584,0.83127,0.89077,0.82052,0.81482,0.64324,0.7803,0.49797,0.94662,0.00034457,0.00034457,0.00034457
159,452.304,0.45933,0.35879,0.84366,0.89575,0.81989,0.82164,0.65006,0.77953,0.47273,0.94271,0.00034358,0.00034358,0.00034358
160,455.081,0.45854,0.35305,0.84531,0.90395,0.80603,0.82311,0.65348,0.79076,0.50001,0.93965,0.00034259,0.00034259,0.00034259
161,457.853,0.4455,0.34956,0.83596,0.80065,0.8021,0.79456,0.63583,0.7888,0.52839,0.93924,0.0003416,0.0003416,0.0003416
162,460.611,0.44073,0.34318,0.83791,0.81432,0.80407,0.80608,0.64715,0.82961,0.54906,0.96412,0.00034061,0.00034061,0.00034061
163,463.376,0.43405,0.33799,0.83386,0.84025,0.79843,0.80658,0.64346,0.79821,0.51995,0.96072,0.00033962,0.00033962,0.00033962
164,466.156,0.43967,0.34405,0.82774,0.82021,0.81324,0.80805,0.64143,0.85257,0.53066,0.95196,0.00033863,0.00033863,0.00033863
165,468.921,0.42634,0.33499,0.82958,0.83922,0.81729,0.82988,0.66018,0.79917,0.49356,0.93942,0.00033764,0.00033764,0.00033764
